Industry  Industry name,Variance  Full Year Net Profit Variance,Equity  Latest Equity,Face Value  Latest Face Value,Reserves  Total Reserve,Dividend  Full Year Dividend %,Sales Turnover  Full Year Net Sales,Net Profit  Full Year Net Profit,Full Year CPS  Full Year Cash Per Share,Earning Per Share  Full Year Earning Per Share,Quarter CPS  Latest quarter Cash Per Share,Latest Quarter Date  Latest Quarter Yrc,Latest Quarter Sales  Latest Quarter Net Sales,Previous EPS  Previous earnings per share,Book Value  Book value,Networth  Full Year Return on Networth,Price/Book Value  Price to Book value,Yearly PE ratio  Full Year Price to Earning per share,Yearly PC ratio  Full Year Price to Cash Per Share,Bse value  BSE Value in lakhs,Nse value  NSE Value in lakhs,High  52 week high,Low  52 week low,Price  NSE Current market price,CPM  Current market price,Market cap  BSE / NSE Market Cap,Net profit  Latest Quarter Net Profit,Net profit variance  Latest Quarter Net Profit variance,Result year  Trailing latest month,TTM Sales  Trailing Twelve 12 month Net Sales,TTM OP  Trailing Twelve 12 month Operating  Profit,TTM OPM  Trailing Twelve 12 month Operating  Profit  Margin,TTM GP  Trailing Twelve 12 month Gross  Profit,TTM GPM  Trailing Twelve 12 month Gross  Profit Margin,TTM NP  Trailing Twelve 12 month Net Profit,TTM NPV  Trailing Twelve 12 month Net Profit  Variane,TTM EPS  Trailing Twelve 12 month EPS,TTM PE  Trailing Twelve 12 month PE,TTM CPS  Trailing Twelve 12 month CPS,Month CPS  Month Cash Per Share,TTM Depreciation  Trailing Twelve 12 month  Depreciation,Equity  Latest Equity,LTP  Latest Price (BSE/NSE),Gross block  Latest Gross Block,Loans  Total loans,Advances  Latest Advances for Banks,Net profit asset  Latest Assets,Year OPM  Full Year Operating Profit Margin,Year GPM  Full Year Gross Profit Margin,Quarter OPM  Latest quater Operation Profit Margin,stock name
Construction,-39073,12.57,1,46.05,0,154.35,-43.69,-3.4,-3.5,0,1-Sep-20,7.31,0,4.7,-41.7,0.212766,-0.3,-0.3,0.33,1.01,1,0,1,1,11.19,-1.36,86,1-Sep-20,115.87,-49.16,-42.43,-48.55,-41.9,-50.06,0,0,0,0,0,1.19,12.57,1,41.97,4.29,0,0,-26.4,-27.4,-14.3,SETUINFRA
Chemicals,-47,26.57,10,1046.18,0,258.2,47.02,24,17.7,4.7,1-Sep-20,14.42,0,403.7,4.95,0.151102,3.4,2.5,0.79,11.37,121,37,61,61,161.95,-4.26,0,1-Sep-20,96.68,-0.71,-0.73,7.74,8.01,-7.94,0,0,0,0,0,17.42,26.57,61,870.1,3.11,0,0,26.2,26.6,-1.5,SEYAIND
Textiles,19,24.39,5,1159.9,0,2435.36,224.87,61,46.1,0,1-Jun-21,551.25,0,242.8,22.83,9.472817,49.9,37.7,15.56,447.95,2494,1225,2307,2300,11221.51,24.81,119,1-Jun-21,2038.91,290,14.22,413.4,15.21,185.52,43.31,51.49,44.67,0,0,73.69,24.39,2300,1215.28,190.4,0,0,14.9,16.3,6.9,SFL
Textiles,226,27.45,10,-1.41,0,72.33,1.59,1.1,0.6,0.9,1-Jun-21,25.23,0,9.5,0,1.368421,0,12.5,0.18,2.95,17,6,13,13,37,0.98,0,1-Jun-21,91.95,4.4,4.79,4.61,5.01,3.3,0,1.2,10.81,0,0,1.31,27.45,13,91.83,13.59,0,0,4.4,4.1,3.4,SGL
Capital Goods-Non Electrical Equipment,637,18.38,10,322.23,80,929.66,75.59,51.1,41.1,0,1-Jun-21,156.31,0,185.3,-5.07,4.031301,18.2,14.6,45.1,780.05,910,162,750,747,1372.91,7.29,120,1-Jun-21,479.14,39.23,8.19,132.92,13.38,3.71,700.99,43.29,17.25,0,0,18.04,18.38,747,265.06,30.39,0,0,15.3,13.9,8.1,SHAKTIPUMP
Healthcare,56,108.01,10,726.65,10,430.9,42.4,7.3,3.9,0,1-Jun-21,192.39,0,77.3,4.13,2.561449,50.4,27,69.49,593.58,214,72,198,198,2138.05,20.2,332,1-Jun-21,383.74,49.02,12.77,135.37,23.15,6.81,1603.99,6.6,29.99,0,0,36.1,108.01,198,782.09,0,0,0,20.1,21.3,19.9,SHALBY
Paints/Varnish,-12,10.86,2,212.21,0,325.56,-50.06,-6.8,-9.2,0,1-Jun-21,65.17,0,41.1,0,2.408759,-10.7,-14.6,25.87,211.48,126,61,99,99,536.22,-16.96,-97,1-Jun-21,298,-43.57,-14.62,-15.1,-4.36,-46.81,-16.18,0,0,0,0,12.73,10.86,99,329.46,17.5,0,0,0.5,-3.2,-17.4,SHALPAINTS
Trading,-65,22.85,10,498.82,0,2038.37,13.98,16.6,6.1,0,1-Jun-21,445.53,0,228.3,2.69,2.549277,95.2,35,178.3,1305.59,683,280,581,582,1328.92,6.26,125,1-Jun-21,2201.32,66.02,3,75.84,3.55,3.8,481.44,19.87,29.27,0,0,24.5,22.85,582,337.33,17.5,0,0,3.5,2.2,4.2,SHANKARA
Auto Ancillaries,-20,7.67,1,229.46,150,215.53,20.02,3.8,2.6,0,1-Jun-21,66.97,0,30.9,8.66,5.79288,68.8,47.5,84.46,266.1,211,94,179,179,1371.3,8.58,0,1-Jun-21,257.37,43.14,16.76,51.28,19.92,32.18,170,4.2,42.66,0,0,9.37,7.67,179,142.8,0,0,0,12.5,16.1,17.9,SHANTIGEAR
Agro Chemicals,26,90.22,10,1524.08,50,2395.61,252.94,46.9,28,0,1-Jun-21,622.68,0,178.9,16.77,1.704863,10.9,6.5,18.47,226.55,387,231,305,305,2750.37,38.06,36,1-Jun-21,2072.42,327.01,15.78,530.14,20.16,194.43,40.95,26.53,11.49,0,0,146.69,90.22,305,1081.9,0,0,0,18.8,20,18.4,SHARDACROP
Auto Ancillaries,37,5.95,2,424.9,26,1736.54,63.41,36.1,21.3,0,1-Jun-21,471.74,0,144.9,19.76,4.347826,29.5,17.4,3.58,24.81,754,155,626,630,1874.13,24.41,324,1-Jun-21,1000.18,75.48,7.55,200.18,9.51,30.41,259.58,34.29,18.38,0,0,42.97,5.95,630,382.16,11.9,0,0,7.4,8.6,8.5,SHARDAMOTR
Entertainment,-162,27.18,10,549.12,0,311.11,-21.47,-5.2,-7.9,0,1-Jun-21,74.76,0,212,-3.73,0.537736,-14.4,-21.8,7.38,29.07,181,51,114,114,309.61,-1.36,90,1-Jun-21,365.24,4.6,1.26,-3.08,-1.03,-21.44,-236.89,0,0,0,0,7.76,27.18,114,86.08,106.27,0,0,4,-4.8,9.6,SHEMAROO
Pharmaceuticals,-35,8.15,1,1470.51,110,901.13,102.18,19.2,12.5,0,1-Jun-21,237.36,0,181.4,12.23,3.246968,47,30.8,264.27,4545.81,671,317,589,589,4805.2,1.59,-96,1-Jun-21,958.65,252.74,26.36,144.39,15.77,175.89,-65.54,7.66,76.95,0,0,47.53,8.15,589,986.42,60.12,0,0,20,27.6,13.1,SHILPAMED
Auto Ancillaries,39,20,2,93.02,0,487.41,-22.53,2.6,0,3.6,1-Jun-21,112.73,0,11.3,-24.13,1.946903,0,8.5,5.84,18.6,29,15,22,22,222.5,-13.1,57,1-Jun-21,562.05,99.72,17.74,42.18,7.5,-4.83,92,0,0,0,0,46.38,20,22,862.9,63.79,0,0,15.9,5,12,SHIVAMAUTO
Textiles,648,8.64,10,82.08,10,138.96,8.55,16.5,9.9,11,1-Jun-21,36.21,0,105,9.89,0.828571,8.8,5.3,9.63,18.93,114,21,88,87,75.53,3.86,0,1-Jun-21,165.83,27.23,16.42,25.73,15.52,14.84,0,17.18,5.07,0,0,5.69,8.64,87,96.39,0,0,0,14.5,12.9,18.6,SHIVAMILLS
Textiles,0,12.96,10,110.66,12,340.8,9.96,19.8,7.7,0,1-Jun-21,85.74,0,95.4,8.49,2.033543,25.2,9.8,3.31,61.41,275,75,195,194,251.48,4.9,505,1-Jun-21,375.23,47.47,12.65,31.62,8.43,14.05,0,10.84,17.89,0,0,15.44,12.96,194,199.55,10.8,0,0,12.6,7.7,15.7,SHIVATEX
Chemicals,135,141.32,10,810.29,18,1330.51,135.23,13.9,9.6,0,1-Jun-21,354.9,0,67.3,16.22,2.451709,17.2,11.9,506.1,5847.36,190,76,164,165,2326.14,81.47,433,1-Jun-21,1100.63,140.47,12.76,265.96,17.99,97.54,193.48,14.25,11.55,0,0,52.69,141.32,165,943.73,142.27,0,0,18,19.2,11.7,SHK
Retail,-89,54.72,5,65.04,0,1748.96,-267.58,11.4,-24.5,0,1-Jun-21,205.23,0,10.9,0,22.477064,-10,21.5,44.84,1535.18,291,149,245,245,2685.43,-104.89,13,1-Jun-21,2095.9,121.86,5.81,50.81,2.68,-342.03,0.28,0,0,0,0,468.01,54.72,245,2566.42,1941.81,0,0,2.5,2.6,-30.8,SHOPERSTOP
Realty,-11,10.63,10,42.98,0,0.08,1.38,1.4,1.3,0.3,1-Jun-21,0,0,50.4,3.03,1.210317,47.1,43.7,0,9.35,77,33,61,0,65.11,0.2,-52,1-Jun-21,0.08,-0.98,-99.9,1.56,99.9,1.16,-23,1.09,55.9,0,0,0.11,10.63,61,13.49,0,0,0,-99.9,99.9,0,SHRADHA
Cement,0,142.69,10,168.73,25,502.82,54.3,5.7,3.8,0,1-Jun-21,154.71,0,21.8,17.35,3.761468,21.5,14.4,50.85,266.47,98,43,82,82,1167.17,21.73,118,1-Jun-21,0,0,0,129.5,22.72,0,0,4.61,17.74,0,0,0,142.69,82,293.06,0.28,0,0,20.9,21.8,26.5,SHREDIGCEM
Cement,48,36.08,10,15361.33,600,13476.33,2273.89,980.1,630.2,0,1-Jun-21,3634.83,0,4267.5,16.03,7.12853,48.3,31,1164.02,24704.53,32050,18214,30441,30421,109762.15,629.9,91,1-Jun-21,12291.22,3624,29.48,4633.2,31.6,1702.13,74.06,716.77,42.44,0,0,1534.58,36.08,30421,13705.6,198.94,0,0,30.1,31.7,28.1,SHREECEM
Chemicals,-19,30.84,10,308.14,10,354.93,28.54,13.4,9.3,0,1-Jun-21,118.52,0,109.9,12.09,1.919927,22.8,15.8,159.32,687.36,224,98,211,211,649.11,13.39,1222,1-Jun-21,313.02,40.31,12.88,62.99,15.57,29.61,32.3,13.03,16.16,0,0,11.39,30.84,211,224.45,6.52,0,0,12.2,13.7,15.6,SHREEPUSHK
Packaging,-78,31.73,5,-3.5,0,134.77,3.43,1.8,0.5,0,1-Jun-21,35.1,0,4.4,0,2.727273,0,6.7,3.41,14.65,18,6,12,12,74.38,0.05,150,1-Jun-21,143.51,11.4,7.94,10.99,7.66,3.47,-75,0.55,0,0,0,7.53,31.73,12,450.93,8.91,0,0,8.7,8.2,5.1,SHREERAMA
Trading,0,61.2,1,12.34,0,363.67,-1.35,0,0,0,1-Jun-21,34.14,0,1.2,16.36,1.666667,0,0,0,24.37,10,1,2,0,97.92,-3.44,-90,1-Jun-21,339.02,10.44,3.08,-1.64,-0.48,-2.98,0,0,0,0,0,1.29,61.2,2,15.43,52.36,0,0,3.6,0.1,-1.4,SHRENIK
Paper,-72,13.82,10,212.36,30,366.43,8.81,14.4,6.4,0,1-Jun-21,135.2,0,163.7,3.97,0.745266,19.1,8.5,9,27.14,152,68,122,122,168.53,9.12,35,1-Jun-21,424.66,10.46,2.46,23.4,5.51,11.15,-60,8.07,15.12,0,0,11.64,13.82,122,261.55,26.13,0,0,1.5,5.6,8.1,SHREYANIND
Shipping,138,21.96,10,400.12,20,559.98,42.22,26.1,19.2,0,1-Jun-21,189.15,0,192.2,4.37,1.644121,16.4,12.1,365.05,978.17,316,46,315,316,694.27,41.78,522,1-Jun-21,559.71,-55.87,-9.98,126.53,19.82,17.73,660.49,42.75,7.4,0,0,19.08,21.96,316,456.02,0,0,0,11.4,11.1,24.2,SHREYAS
Auto Ancillaries,24,22.37,10,1116.04,60,1596.6,87.97,85.2,39.3,58.8,1-Jun-21,434.12,0,508.9,8.07,1.807821,23.4,10.8,0,3.98,1114,32,920,32,2058.49,29,0,1-Jun-21,1881.56,317.44,16.87,326.68,17.36,164.02,999,73.32,12.55,0,0,107.14,22.37,920,1242.71,121.78,0,0,13.5,13.9,14,SHRIPISTON
Finance,4,66.01,10,8321.54,330,6153.75,1063.97,174.4,161.2,0,1-Jun-21,1609.57,0,1270.7,13.63,1.893445,14.9,13.8,485.22,12901.18,2479,766,2413,2406,15879.49,218.35,11,1-Jun-21,6101.15,3672.65,60.2,1594.98,25.43,929.35,12.86,164.35,14.64,0,0,89.17,66.01,2406,544.03,5603.66,0,0,63.5,25.4,59.6,SHRIRAMCIT
Infrastructure Developers & Operators,-1393,971.53,10,32.15,0,582.79,-168.06,-1.7,-1.7,0,1-Jun-21,66.56,0,10.3,0,0.485437,-2.9,-3,5.6,19.64,7,3,5,5,470.22,-35.48,-19,1-Jun-21,804.44,-63.84,-7.94,-178.66,-34.22,-80.86,-265.81,0,0,0,0,5.63,971.53,5,71.96,6.6,0,0,-15.4,-29.6,-15.9,SHRIRAMEPC
Mining & Mineral products,-90,22.22,1,135.22,0,87.25,1.72,0.2,0.1,0,1-Dec-20,35.63,0,7.1,-0.02,1.549296,142.1,60.9,19.79,67.69,20,3,11,11,241.06,3.61,651,1-Dec-20,101.58,10.77,10.6,14.8,12.2,10.43,725.7,0.66,16.44,0,0,2.06,22.22,11,27.14,0,0,0,0.8,2.5,7.6,SHYAMCENT
Logistics,-89,58.52,10,-726.42,0,503.63,-223.94,-24.8,-38.3,0,1-Mar-21,114.66,0,-114.1,-20,-0.096407,-0.3,-0.4,4.84,31.01,22,9,11,11,65.95,-168.36,-1943,1-Mar-21,611.43,-35.04,-5.73,-1087.95,-216.02,-112.94,-89.04,0,0,0,0,82.7,58.52,11,1403.97,188.84,0,0,-189,-216,-844,SICAL
Capital Goods - Electrical Equipment,-28,71.22,2,9813.3,350,9660.6,768.6,28.7,21.6,0,1-Jun-21,2880.9,0,277.6,12.67,8.166427,105,79.1,260.8,4811.81,2318,1143,2267,2267,80744.93,138.9,7411,1-Jun-21,9660.6,1002.7,10.38,1765.9,13.97,768.6,42.08,30.86,73.47,0,0,252.1,71.22,2267,2003.2,0,0,0,10.4,13.3,8.5,SIEMENS
Trading,-14,29.44,10,146.94,5,882.82,11.79,6.7,4,5.1,1-Dec-20,236.35,0,59.9,6.87,0.517529,7.8,4.7,0.37,3.05,40,15,31,31,91.99,7.02,92,1-Dec-20,743.35,59.22,7.97,14.33,1.93,8.45,-42,2.87,10.8,0,0,7.79,29.44,31,104.98,11,0,0,7.6,2.8,8.1,SIGIND
Trading,105,32.16,5,-75.44,0,11.9,2.17,0.8,0.3,0,1-Jun-21,3.02,0,-6.7,21.29,-2.238806,44.5,17.7,2.73,1.32,23,8,15,15,95.85,2.07,180,1-Jun-21,14.3,-11.85,-82.86,8.61,66.1,-30.23,115.62,0.86,17.33,0,0,3.37,32.16,15,35.26,1.26,0,0,-97.5,53.8,-68.5,SIL
"Diamond, Gems and Jewellery",9,10.27,10,15.79,0,31.89,2.2,2.2,2.1,0.5,1-Jun-21,4.82,0,25.4,14.99,1.338583,16.1,15.1,0,1.39,67,32,34,0,34.82,0.42,83,1-Jun-21,34,4.52,13.29,3.33,9.79,2.39,30,2.33,14.61,0,0,0.09,10.27,34,0.67,8,0,0,12.6,9.7,17.4,SILGO
Finance,-42,10.6,10,1258.61,25,28.43,20.3,19.6,19.1,0,1-Jun-21,3.28,0,1197.4,2.05,0.237181,14.8,14.5,0.31,0.53,358,132,276,284,300.93,1.84,-59,1-Jun-21,32.96,27.73,84.13,25.34,94.45,24.9,-45.55,16.62,17.08,0,0,0.48,10.6,284,16.63,0,0,0,78.3,96,72.3,SILINV
Entertainment,0,10.21,10,2.18,5,13.05,-4.14,0,0,0.8,1-Jun-21,2.3,0,12.1,4.57,1.818182,0,0,0,0.9,31,17,22,0,22.57,-0.02,93,1-Jun-21,12.76,-4.23,-33.15,-4.09,-32.05,-3.86,0,0,0,0,0,0.74,10.21,22,4.49,0.05,0,0,-34.7,-33.9,7.4,SILLYMONKS
IT - Software,-83,12.68,10,64.82,5,140.17,0.94,2.7,0.7,0,,0,0.3,61.1,1.22,2.569558,0,58.7,0,125.89,157,72,157,0,199.03,0.33,-94,1-Mar-21,140.17,4.06,2.9,3.48,2.5,0.94,-83,0.7,0,0,0,2.45,12.68,157,49.7,0.28,0,0,2.9,2.5,0,SILVERTUC
Sugar,82,41.28,10,-73.25,0,1266.55,-5.26,7.3,-1.3,0,1-Jun-21,315.28,0,-7.7,0,-3.506494,-21.2,3.7,1.03,2.77,45,5,27,27,110.01,-4.64,3,1-Jun-21,1185.85,26.13,2.2,29,2.35,-23.92,82.09,0,0,0,0,37.82,41.28,27,1827.19,3.59,0,0,3.4,2.3,2,SIMBHALS
Construction,-42,11.43,2,1255.31,0,2200.03,-469.33,-60.3,-82.1,0,1-Jun-21,452.87,0,221.7,-16.83,0.171403,-0.5,-0.6,2.03,29.91,56,27,38,38,215.14,-103.74,-2,1-Jun-21,2373.84,-269.84,-11.37,-586.08,-25.07,-594.62,-6.66,0,0,0,0,131.05,11.43,38,1698.68,319.73,0,0,0.3,-26.2,4.1,SIMPLEXINF
Auto Ancillaries,-65,25.55,10,78.17,0,47.2,-4.7,0.6,0,2,1-Jun-21,11.5,0,40.6,-3.58,2.068966,0,0,0,12.84,105,61,84,0,214.77,-1.13,67,1-Jun-21,56.31,6.25,11.1,3.32,5.9,-2.43,62,0,0,0,0,6.33,25.55,84,140.17,11.69,0,0,7.3,0.1,4.3,SINTERCOM
Textiles,30,59.92,1,1820.38,0,1695.71,-879.95,-10,-14.7,0,1-Jun-21,473.68,0,31.4,-35.06,0.127389,-0.3,-0.4,20.57,54.41,6,2,4,4,231.9,-169.35,40,1-Jun-21,1316.83,-574.17,-43.6,-489.95,-24.17,-1107.63,31,0,0,0,0,283.61,59.92,4,8873.63,249.99,0,0,-17.1,-60.4,16,SINTEX
Trading,-33,27.4,10,174.19,15,143.18,16.61,7.4,6.1,2.1,1-Jun-21,32.13,0,73.6,14.27,4.592391,55.4,45.7,0,106.49,384,225,338,0,925.86,2.21,0,1-Jun-21,163.62,15.31,9.36,29.72,18.16,19.52,11,7.12,47.44,0,0,3.23,27.4,338,55.85,0,0,0,8.5,18.3,8.9,SIRCA
Miscellaneous,156,73.38,5,1756.58,0,9127.3,571.65,46.7,38.9,0,1-Jun-21,2379.29,0,124.7,35.63,3.841219,12.3,10.3,71.78,614.67,535,314,480,479,7035.26,59.21,4,1-Jun-21,8712.51,519.76,5.97,596.91,6.39,238.87,173.64,38.7,12.39,0,0,123.21,73.38,479,2191.73,0,0,0,2.7,6.5,5.1,SIS
Entertainment,-52,87.21,1,-331.94,0,1536.92,-210.96,1.6,-2.4,0,1-Jun-21,358.75,0,-2.8,0,-0.357143,-0.4,0.6,23.17,36.63,2,1,1,1,123.83,-57.43,-23,1-Jun-21,1578.04,282.11,17.88,88.37,5.82,-158.31,-56.96,0,0,0,0,344.65,87.21,1,3273.53,705.63,0,0,13.8,6.9,14.1,SITINET
Textiles,-94,9.37,2,757.59,230,1628.82,3.93,13.9,0.8,0,1-Jun-21,233.14,0,163.6,0.51,2.218826,432.5,26.1,42.4,160.39,456,130,362,363,1701.62,12.52,132,1-Jun-21,1100.52,-2.64,-0.24,173.56,13.37,-23.36,319.05,17.88,20.3,0,0,66.84,9.37,363,815.41,25.3,0,0,3.3,4,12.6,SIYSIL
Power Generation & Distribution,12,3929.8,10,8861.38,22,2485.39,1862.77,5.7,4.7,0,1-Jun-21,662.46,0,32.5,14.43,0.830769,5.7,4.7,29.49,355.01,31,20,27,27,10571.15,342.13,0,1-Jun-21,2560.35,1813.58,70.83,2640.57,106.73,1480.74,18.25,4.75,5.66,0,0,390.99,3929.8,27,10563.6,1965.44,0,0,60.6,103.7,76.7,SJVN
Bearings,0,49.44,10,1514.33,145,2670.73,296.82,71.8,60,0,1-Jun-21,693.53,0,316.3,19.04,10.208663,53.8,45,45.79,1964.77,3262,1431,3230,3229,15965,79.12,0,1-Mar-21,0,0,0,454.2,17.01,0,0,60.04,53.79,0,0,0,49.44,3229,633.95,17.58,0,0,15.7,17,16.4,SKFINDIA
Construction,72,216.57,10,-497.52,0,29.86,-556.48,-25.5,-25.7,0,1-Jun-21,0,0,-13,0,-0.307692,-0.2,-0.2,5.04,17.2,6,2,4,4,86.41,-36.85,15,1-Jun-21,32.22,-1790.46,-5557.84,-493.2,-1651.57,-1933.67,71.69,0,0,0,0,3.03,216.57,4,287.62,481.98,0,0,-1319.6,-1668.5,0,SKIL
Engineering,-47,10.27,1,697.57,10,1581.51,21.43,6.5,2.1,0,1-Jun-21,274.64,0,68.9,6.18,1.146589,37.8,12.2,38.5,93.86,98,40,79,79,811.09,-9.96,14,1-Jun-21,1363,118.72,8.71,80.52,4.92,33.71,5.82,2.25,35.11,0,0,41.84,10.27,79,824.2,2.74,0,0,9.1,4.8,5.9,SKIPPER
FMCG,248,26.33,10,88.28,10,269.11,16.31,9.7,6.2,0,1-Jun-21,82.52,0,43.5,4.8,1.908046,13.4,8.6,7.43,56.25,98,35,83,83,218.41,3.71,13,1-Jun-21,297.48,11.43,3.84,30.27,10.49,10.38,131.08,6.35,13.06,0,0,7.03,26.33,83,157.97,2.93,0,0,7.6,11.1,7.7,SKMEGGPROD
Finance,204,2,2,187.01,0,70.27,10.37,13.2,10.4,0,1-Jun-21,15.73,0,189.5,-0.89,0.55409,10.1,8,0.56,6.9,134,66,105,105,104.49,0.29,-85,1-Jun-21,68.29,-1.75,-2.56,8.91,12.81,-0.87,233.14,8.8,11.9,0,0,3.2,2,105,63.83,19.75,0,0,14.9,16.9,5.5,SMARTLINK
Automobile,-529,14.47,10,241.09,0,591.48,-133.67,0,0,0,1-Jun-21,99.97,0,176.6,-41.69,3.216308,0,0,7,172.38,697,365,568,568,821.46,-33.44,36,1-Jun-21,662.71,-49.95,-7.54,-69.07,-10.42,-114.85,-27,0,0,0,0,45.66,14.47,568,561.28,261.38,0,0,-11.6,-14.8,-17.3,SMLISUZU
Pharmaceuticals,34,3.02,10,126.19,15,265.59,13.56,70.8,44.8,0,1-Jun-21,76.27,0,427.4,9.17,1.729059,16.5,10.4,0.34,15.63,886,425,736,739,223.53,3.63,46,1-Jun-21,209.09,20.64,9.87,29.07,10.13,7.03,98.61,48.6,15.21,0,0,7.91,3.02,739,149.59,6.32,0,0,11.4,10.3,10.8,SMSLIFE
Pharmaceuticals,98,8.47,1,402.06,30,563.18,62.53,10,7.4,0,1-Jun-21,163,0,48.5,9.76,3.525773,23.2,17.1,10.57,70.56,199,76,171,171,1443.74,23.56,235,1-Jun-21,419.94,79.54,18.94,134.86,21.99,32.01,155.69,9.34,18.26,0,0,22.48,8.47,171,360.77,5.98,0,0,21.5,20.1,27.3,SMSPHARMA
Logistics,0,167.09,10,252.75,0,237.1,0.05,2.9,0,3,1-Jun-21,66.06,0,25.1,0.01,1.792829,0,15.4,185.01,1059.98,71,30,45,45,754.4,0.6,-23,1-Jun-21,248.04,65.07,26.23,50.62,20.41,-0.13,98,0,0,0,0,48.68,167.09,45,687.11,138.54,0,0,27.4,21.5,25.5,SNOWMAN
Realty,-78,94.85,10,2332.89,35,2109.78,62.14,14.9,6.6,0,1-Jun-21,512.3,0,256,2.56,3,117.2,51.5,330.66,8669,778,221,769,768,7288.43,10.8,64,1-Jun-21,2665.3,888,33.32,160.4,7.06,146.7,-66.33,7.01,109.62,0,0,75.4,94.85,768,1257.25,13,0,0,32,7.3,39.3,SOBHA
IT - Software,-49,9.47,10,62.83,0,41.57,3.93,9.3,4.1,0,,0,3.1,76.3,11.9,1.533421,28.5,12.5,0,1.87,133,57,117,0,110.57,2.9,16,1-Mar-21,41.57,11.76,28.3,10.38,25,3.93,-49,4.1,28.5,0,0,4.9,9.47,117,38.19,13.31,0,0,28.3,25,0,SOFTTECH
Pharmaceuticals,91,35.93,10,1552.6,70,1616.88,219.75,91.4,61.2,0,1-Jun-21,405.57,0,442.1,16.55,3.736711,27,18.1,44.71,926.9,1859,869,1652,1652,5934.52,50.61,20,1-Jun-21,1386.43,309.16,22.3,339.4,20.27,158.13,76.21,63.94,25.83,0,0,101.6,35.93,1652,1702.15,13.82,0,0,23.9,20.4,22.4,SOLARA
Chemicals,3,18.1,2,1561.31,300,2515.63,275.91,40.8,30.5,0,1-Jun-21,825.23,0,174.5,19.47,10.131805,58,43.3,46.86,1036.99,1798,967,1768,1768,16000.45,97.51,132,1-Jun-21,2189.1,420.85,19.22,572.38,20.09,219.23,39.16,36.66,48.23,0,0,90.81,18.1,1768,1622.57,255.67,0,0,20.5,19.5,21.2,SOLARINDS
Power Generation & Distribution,-64,8,10,26.29,3,79.62,1.62,2.4,2,0,,0,1.8,42.9,7.33,1.118881,24,20.4,0,1.92,68,22,48,0,38.4,0.89,-63,1-Mar-21,79.62,3.34,4.2,2.54,3.2,1.62,-64,2,24,0,0,0.26,8,48,3.41,0.87,0,0,4.2,3.2,0,SOLEX
Ceramic Products,89,8.48,2,646.87,120,1650.45,69.62,30.9,16.4,0,1-Jun-21,328.93,0,154.6,11.6,4.495472,42.3,22.5,19.34,79.37,748,145,696,695,2943.67,4.47,120,1-Jun-21,1380.05,91.95,6.66,186.87,10.36,-0.39,728.01,22.96,30.25,0,0,59.93,8.48,695,963.38,215.01,0,0,10.4,8.8,7,SOMANYCERA
Textiles,-23,33.03,10,-102.57,0,12.83,-19.09,-5.4,-5.8,0,1-Jun-21,2.81,0,-21.1,0,-0.379147,-1.4,-1.5,2.75,6,10,2,8,8,27.02,-4.44,-7,1-Jun-21,13.58,-7.29,-53.68,-20.1,-129.76,-17.1,-18.43,0,0,0,0,1.8,33.03,8,54.77,2.84,0,0,-67.5,-165.5,-70.8,SOMATEX
Plantation & Plantation Products,-27,11.78,10,50.73,0,46.88,1.76,2.4,1.5,1,1-Jun-21,5.29,0,53.1,4.1,1.242938,43.7,27.8,58.72,300.08,69,19,65,66,77.27,0.16,-6,1-Jun-21,47.87,6.53,13.64,3.4,7.1,1.75,-26,1.49,44.43,0,0,1.03,11.78,66,73.35,3.97,0,0,13.9,7.2,23.4,SOMICONVEY
Consumer Durables,17,10.01,10,21.14,0,79.62,3.34,4.7,3.3,0,,0,0.3,31.1,11.27,2.025723,19.2,13.6,0,5.69,66,39,63,0,63.5,0.34,-81,1-Mar-21,79.62,7.74,9.7,5.87,7.4,3.34,17,3.3,19.2,0,0,1.34,10.01,63,39.97,6.96,0,0,9.7,7.4,0,SONAMCLOCK
IT - Software,-11,10.52,1,895.08,1400,4228.08,241.72,26.7,23,0,1-Jun-21,1268.54,0,86.1,30.98,9.941928,37.2,32,187.26,2695.31,908,291,856,856,9005.32,86.73,74,1-Jun-21,3921.77,358.06,9.13,438.65,9.65,244.77,8.07,26.7,32.07,0,0,38.62,10.52,856,408.04,24.75,0,0,9,9.3,8,SONATSOFTW
Miscellaneous,8779,31.5,10,229.42,0,168.13,19.35,13.5,6.1,0,1-Jun-21,32.52,0,82.8,0.06,1.449275,19.5,8.9,34.32,261.47,227,57,120,120,378.32,0.53,-96,1-Jun-21,184.1,40.51,22,30.17,19.18,17.24,-58.14,2.2,54.59,0,0,25.06,31.5,120,310.34,264.46,0,0,20,27.8,4.3,SORILINFRA
Petrochemicals,141,13.82,10,1077.8,150,1900.58,223.96,176.7,162.1,0,1-Jun-21,600.94,0,789.9,11.12,2.039499,9.9,9.1,87.58,493.58,1823,650,1621,1611,2226.97,77.53,625,1-Jun-21,2240.89,394.43,17.6,413.16,18.44,290.78,287,210.41,7.66,0,0,20.18,13.82,1611,318.23,1.31,0,0,15.8,17,17.9,SOTL
